asin,name,rating,date,verified,review_title,body,helpfulVotes,brand,product_title
B06XRG6S73,Vanessa Schreck,1,"December 11, 2019",True,Save yourself and find a different buyer.,None of the apps work on the phone. Was dirty and barely functions. All requests for refunds go unanswered. I got this as a present for my daughter and it cant even open basic apps.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,John R,1,"June 7, 2019",True,Phone Was Received Broken,People we called said they had a hard tome hearing and the volume went up and down. Had the phone diagnosed by Apple store and they said the microphone was bad. Will be sending this phone back.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Jay,1,"July 31, 2018",True,Nothing on the phone was refurbished,Phone was broken with a dis functional charging port,2.0,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,AmazonDon,5,"October 20, 2018",True,Great,"I bought it for my daughter, it’s great. I hope y’all still have good quality phones because I gotta get my son one in November.",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Tomasa,4,"December 2, 2018",True,Son muy responsable selos recomiendo 👍,Me gusto mucho es un iPhone 📱 muy bueno 😍❤️ De buena calidad 👌👍,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Stephanie A. Reames,5,"November 24, 2018",True,Get battery replaced at Apple Store for $29,"Phone is in great shape and works wonderfully. The battery wasn’t in the best condition but that was an easy fix. I scheduled an appointment at the Apple Store and they replaced it for $29. They will do this through December 31, 2018.",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Mercedes Williams,3,"April 29, 2019",True,Temporary phone,"Battery dies fast, screen gets stuck, I’ve seen the phone do weird stuff and my friend say “ send it back” I just don’t have time to deal with it. It is what it is.",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,amy,3,"January 26, 2019",True,It’s okay,"There are some software bugs. Besides that it’s a pretty good, if you need a one right now. The pictures quality and battery life is lower than I expected! Even with those issues i think it was worth the compromise.",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Amazon Customer,1,"April 16, 2019",True,crappy phone,Had it 3 weeks and it stopped working. After a week of leaving the screen on 24/7 because it would no longer turn on if I locked it I finally had enough and three it against a wall.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Donna Joywalker,1,"June 21, 2019",True,Volume too low to hear callers,"I was disappointed to have to return this phone. I did everything, and I mean everything, to up the volume but still had to put all calls on speaker in order to hear them.",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Houman,5,"February 7, 2019",True,Amazing,This is exactly what it’s supposed to be I LOVE IT,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Roberto A.,5,"March 28, 2018",True,Five Stars,Excellent really. It works perfect with all carriers in Venezuela.,2.0,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Renee M. Goepfert,5,"October 22, 2019",True,Great buy!,Excellent purchase! I am so happy with my phone! Such a savings! It is like brand new!,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Amazon Customer,2,"March 19, 2019",True,Junk!,"Battery came in not wanting to charge, replaced the charge port (had one from parts phone) began charging only has 70% battery capacity... JUNK",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,May,5,"March 25, 2019",True,The product was left inside screen door so make sure to track the order,This product came in good condition fully unlocked and was easy to use. Also included was a compatible charger and free 3 month SIM card from Mint mobile,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Alfred Nyero,4,"May 24, 2019",True,Good Phone,"The phone looks like new, though the battery discharges a little quicker than I expected. It didn't come with earphones, but overall I'm happy with buy.",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Veronica,5,"April 18, 2019",True,Me gusta,Buen servicio,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Susan,1,"May 4, 2019",True,False advertisement,False advertising it wasn’t unlocked to any carrier,1.0,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Kathleen B. Mckee,4,"September 25, 2018",True,Good price,"The battery is a bit weak but overall I'm happy with this phone. After all, you get whay you pay for.",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Albert N.,5,"March 7, 2019",True,Very happy,Bought this for my mother and I could not be happier. Phone looks and works as new. Fast shipping and great customer service,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Carlos Godoy,5,"January 8, 2019",True,❤️,❤️,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,jair,3,"April 7, 2019",True,Lo recomiendo pero cambien el cargador,Llego en perfecto estado esta como nuevo lo unico malo el cargador solo duro una semana y ya el iphono no lo reconoce osea no sirve... recomendaria el telefono pero el cargador no sirve,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,shibabachw zawdie,5,"October 2, 2019",True,Good,Good condition,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Liz,5,"October 25, 2018",True,No issues,Works great.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Jennifer,4,"March 21, 2019",True,Phone works great over all. Good quality for it being refurbished,Over all great phone. Works really good. Gets the job done. Only problem is small scratch on the screen but you can’t tell. Battery life is ok.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Danielle Betancourt,1,"July 23, 2019",True,Would not turn on,The Phone is stuck on the apple logo. Been like that for 3 days.Tried connecting to Itunes and doing a restore. Still nothing. returning it.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Caleigh,5,"September 14, 2018",True,Great deal!,The product was better than I expected. Had it for about a month now and there are no problems except that the camera shutter doesn’t turn off which is a bit annoying. The phone had no scratches or dents and looked perfectly new,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,angela,1,"February 16, 2019",True,Phone didn't work,Had to return the phone. Didn't work,1.0,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Cori Smith,5,"October 16, 2018",True,Not a scam,Using it right now. It's perfect,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Megg,4,"April 17, 2019",True,Happy with my product,Product came as described.. looks and works like new.. I got my iPhone 6s with Buyspy I would recommend this company,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Jordan,3,"September 28, 2018",True,Full features of phone didn’t work,I was very disappointed that the silence button on the side of the phone didn’t work. Especially since the phone was said to have gone through a Thorough inspection. I would not recommend this seller to friends or family.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Anthony R. Russell,5,"August 2, 2018",True,Happy with Purchase,Very nice phone...looks new,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Kayla Sherman,1,"March 26, 2019",True,Lesson learned,I got this product in the mail literally 10 minutes ago and im livid. The entire screen is scratched and the sides are banged up. I get that is refurbished but geez.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Amit S.Sakhardande,3,"October 28, 2018",True,Hit or miss,Hit or miss,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Tochukwu I.,2,"March 25, 2019",True,Most certainly would come with a bad battery,"Buy but be warned the battery would come dead or almost dead. Asides that , it was a very clean phone to buy",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Aliyah,5,"March 21, 2019",True,Great phone,Battery life came at 88%. It looked new and it had no scratches on it. Would definitely recommend buying from this seller,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Taviia,4,"January 28, 2019",True,Has some glitches,It was okay for like 2 weeks after which it started glitching. The battery doesn’t stay charged for long and it sometimes shuts down unexpectedly,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Nika,1,"October 16, 2019",True,Battery drains fast,It did look new but the battery drain very fast I will be sending it back also the internet load slow,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Shavon,5,"April 30, 2019",True,Is what it said it would be,My daughter loves her new iPhone,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Amazon Customer,4,"August 8, 2018",True,Good buy,"Really good, battery lasted long.. As I reside in Jamaica, it worked perfectly with my SIM card. Battery charged pretty fast as well.. And it looks brand new, no scratches.",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Cc,5,"October 11, 2019",True,Stolen phone,Went to have phone turned on and found out it was reported stolen. Now we have to return it & get our money back,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Carolina Ramirez,3,"May 29, 2019",True,Battery runs low fast,"The phone works fine, although the battery runs out fast and you have to charge it a lot .I like the phone but wish the battery didn't suck.",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Lertsek,5,"September 24, 2018",True,It's working fine. I bought it for the specific purpose of ...,It's working fine. I bought it for the specific purpose of flying a drone so I haven't exactly put it through much.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Bonnie Cmore,5,"June 20, 2018",True,Great phone for price,Received my phone earlier than expected which was great! I have cricket service so it was easy to switch over phones! Phone is in great condition no scratches screen is clear! So far so good! I would recommend this seller!,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Rhuel Stuart,5,"November 27, 2018",True,Apple iPhones s6 fully unlocked 16 GB,This product have not been received they was surpose to be two orders i receive one but haven’t receive this order i am still looking and waiting for this order thank you very much,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Alana,5,"April 24, 2018",True,Great phone,Came in a sealed box I love my phone,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Camila Key Saruhashi,1,"December 5, 2019",True,Do not buy this,The screen is all scratched! And they said they put a screen protection out of courtesy and there is none!,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,gowtami chirumamilla,5,"August 6, 2018",True,Five Stars,I love it.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Amazon Customer,4,"July 26, 2018",True,Good product,"Product was in new condition, and my daughter was very pleased with it. Battery life is a little worse than I expected but overall great purchase",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Shrhonda Velez,1,"September 21, 2019",True,This phone was a rip off!!!,This phone didn’t even last 6 months!!! 🤬,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,papa john,4,"May 20, 2019",True,Great deal for first phone for grand daughter.,The phone arrived in great condition. Was first phone for grand daughter. Was easy to connect and she loved it!,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,karen Crabtree,5,"July 17, 2018",True,"Works great,looks great!","Arrived when promised.Looked brand new. Works great,although it has only been in use for 8 days so far. My daughter loves it. I was very pleased with this purchase,",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Ssalah hrhor,5,"December 17, 2018",True,Like it,"As described, good",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,NAME_NOT_RETURNED,2,"July 18, 2018",True,Two Stars,The phone is amazing other than it didn’t come with 16GB mine came with only 5GB,1.0,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Kennedy,4,"April 6, 2018",True,"and it was perfect, working and all","Hello, I just bought this phone about a week ago, and it was perfect, working and all, and now it wont cut on, I was using the charger you sent with the phone, and it fried my device. I would like another one sent to me for free. I still have the box and the packaging it came from. I love the phone, but I would like to get another one, without the charger frying my device.",5.0,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Declan moylan,5,"January 2, 2019",True,Connect to the world,Kids love them,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Huraca,5,"September 3, 2018",True,Great purchase,This phone arrived earlier than expected and is in near perfect condition. Only slight nick on side. Battery holds charge. No issues,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,him,5,"April 10, 2019",True,Works for metro pcs,Got it for metro pcs in California worked good couple scuffs but works fine and comes w charger,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Amazon Customer,5,"May 1, 2018",True,My girlfriend really liked it.,It came in a brand new product. My girlfriend really liked it.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Juan,1,"September 20, 2019",True,Pésimo,"Lo pedí a Perú pero nunca llegó, se quedó en aduanas y no me llaman hasta ahora.",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,chantally,5,"July 30, 2017",True,Nice phone,My son is really enjoying his iPhone 6s,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Bishoy E Bibawy,1,"May 20, 2019",True,No happy,Battery doesn’t last long at all one of them need software to an order to work,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Corlisa,4,"November 22, 2019",True,Nice renewed phone,"Phone reached on time, overall appearance was clean and nice.",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Jordan lea,1,"March 13, 2019",True,Don’t buy this phone it’ll just die on you,The battery on this phone is terrible as soon as you start doing anything on this phone the battery just starts dropping,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Hannah Rogers,5,"February 13, 2019",True,Perfect,"Got this for my best friend, works perfectly.",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Herbert Quin,5,"November 9, 2019",True,Grest,Price,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Erica Gutierrez,5,"February 15, 2019",True,Definitely amazed,I was sceptical about this purchase but it's a great phone. No scratches. Battery life amazing.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Amazon Customer,5,"June 23, 2019",True,Worth the money,The battery life is the only bad part,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Sam.,5,"November 8, 2019",True,Awesome!!!,Very clean. very impressive. Will do business again with this seller.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,David Wilson,4,"November 15, 2019",True,Nice product 👍,Fast Free delivery well package pritty color all and all nice product,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Melissa Yount,5,"November 2, 2019",True,Satisfied,Everything was as expected except the charging block does not work.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Samantha,5,"September 17, 2019",True,10/10 Like brand new!,Works great !! Love the phone it’s like brand new! 100% recommend,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Darrell Pulscher,3,"January 5, 2019",True,Works ok,Battery life is short,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,April Komisarek,5,"December 9, 2018",True,Good deal,Works just fine,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Faith Nevaeh,4,"March 30, 2019",True,It’s worth your money. Trust me.,It just shuts off when it’s too cold but other than that I’ll be ordering another one soon.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Helena,5,"September 25, 2019",True,Perfect,Perfect,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,danajsha swaggin,5,"July 23, 2019",True,iPhone 6s,I still use the phone to this day still in perfect condition,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,gonzo,5,"December 23, 2019",True,xxx,xxx,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,carol l.,5,"September 1, 2018",True,Phones are completely refurbished and are like new,Excellent value.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Dalton Ward,4,"August 4, 2018",True,"Good phone, bad battery life",Very fast phone and looks brand new. Downside is that the battery life time is very low. Unfortunately I’m constantly on the move and need battery life.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Amazon Customer,1,"October 8, 2019",True,Won’t buy again,Phone screen cracked and phone had lots of scratches,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Ana Aguayo,2,"May 15, 2018",True,"You get what you pay for,","You get what you pay for , I didn’t start noticing the glitches and how the screen freezes until after a month and now I can’t return it 😔",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Suresh K.,4,"March 3, 2019",True,Fully unlocked.,"Yes, the device is fully unlocked. It is working in Asia.",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Michael,1,"April 30, 2019",True,bad battery,just bought this phone and cannot hold a charge! the battery drains within minutes,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,fareed,5,"November 26, 2018",True,Recomendado confiable,Muy bueno lo recomiendo,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Tammy,5,"February 12, 2019",True,Amazing,Amazing my first time having an iPhone and I love it! Phone came with no problem at all! I love it,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Kathy,5,"February 18, 2019",True,iPhone 6s,"it’s worth it definitely will be from buyer again just , do t keep the screen saver it’s trash .",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Kayla,5,"October 23, 2019",True,No good battery,Phone dies extremely fast but good for value,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Richelle Herndon,5,"September 8, 2019",True,Looks and acts brand new,"Perfect for my son, no issues.",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Amazon Customer,5,"October 20, 2018",True,The phone is great!,"The phone is great! I was worrying that the phone will have scratches or will be locked, but luckily it was not the case.",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Alexandria Darville,5,"July 20, 2018",True,Good For a 14 year Old,So Far so Good,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,mayerling,5,"August 12, 2018",True,Excelente producto,"El producto supero mis expectativas en calidad y tiempo de envío, lo he recomendado a mis amigos. Muchas gracias, excelente trabajo",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Liliana Ribeiro,5,"December 22, 2019",True,Overall good,Good overall,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Calvin c Johnson,1,"December 7, 2019",True,Idk,Just not,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Gabriel,5,"June 22, 2019",True,No sobre cargar por mas de una hora. Para cuidar mejor las baterías.,I love it!!,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Amazon Customer,5,"December 2, 2018",True,Guaranteed purchase.,Best purchase I’ve made it was reallly affordable & came boxed up in great condition.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Amanda Hood,4,"July 8, 2018",True,So far this phone has worked great. I have tried it with sim cards from ...,So far this phone has worked great. I have tried it with sim cards from two different carriers and it has worked on both of them!,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Amazon Customer,5,"October 30, 2018",True,Great seller.,Phone as described. In great condition and works well. Thanks,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,kristin,5,"February 26, 2019",True,Exactly what it says,"Nice iPhone in great condition, fast delivery also thx (-:",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Adreanna morris,4,"October 16, 2018",True,It’s pretty good,"The button was stiff and there was already a crack so when I dropped it, it cracked more",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Sophee,5,"April 26, 2019",True,Its unlocked,Great phone and unlocked,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Keith,5,"August 14, 2018",True,great,great phone... great battery... cant find any problems,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,DougDimmadomeOwnerOfTheDimmsdaleDimmadome,5,"October 14, 2018",True,Amazing phone! Would recommend.,It is a really good phone. I upgraded from a ZTE and I am loving it. It is good for the price.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,arpita ray,2,"August 22, 2018",True,Battery drains in a matter of few hours,The battery life sucked right out of the box. With a 5 min video call the battery drained from 95% to 40%.,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,yolanda pringle,5,"March 10, 2019",True,Good,Nice,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Chris Carey,2,"December 20, 2019",True,No phone service,Doesn’t work,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Adriana,5,"August 18, 2018",True,Todo bien,Todo bien,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Maria Y.,5,"February 2, 2019",True,Excelente recomendado,Muy bien,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Shanan Singleton,1,"March 31, 2019",True,Stop working in a week,It stopped working with no clear signs as to why,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Money%$,5,"July 8, 2018",True,Five Stars,Great phone beat quality worth the money,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Amazon Customer,4,"April 11, 2019",True,I phone 6,It was a gift so far so good,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Gekill,1,"May 4, 2019",True,The product won’t charge,The product won’t charge,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Johnna,5,"April 2, 2019",True,Battery,Only had to replace the battery,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Amazon Customer,5,"May 23, 2017",True,Five Stars,AWESOME PHONE. WORKS PERFECTLY,1.0,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,lori imhof,3,"April 4, 2018",True,"The phone is fine, except the battery was not replaced","The phone is fine, except the battery was not replaced. The seller gave me a 10% discount but not a new battery!",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Aletse,5,"May 8, 2017",True,EXCELLENT deal recommend to buy!☺️,EXCELLENT phone came looking brand new! Had no troubles at all I recommend buying it! Excellent deal was very great! Came with phone and charger,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Breana Loya,5,"July 26, 2018",True,Great Phone to Buy,I love this phone!! It’s quick and works perfectly for me. I’m so happy with it,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,happy customer,3,"September 3, 2018",True,Bad battery,"Probably have to buy a new battery, so not a great deal",,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Chris,1,"February 21, 2019",True,No comprar,El teléfono vino bloqueado,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
B06XRG6S73,Henny,5,"September 18, 2018",True,My sister loves it!,Good condition! it looks and work pretty well!,,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)"
