review_text,date,rating
Nooooooooooo Neeeeeeeeeveeeeeeeer,February 06 2017,1
oyot,February 06 2017,2
This thing sucks it always interupts me when I'm doing something like playing a game.ITS ANNOYING.doesnt even do anything.,February 06 2017,1
It's great,February 06 2017,5
excellent,February 06 2017,5
Alexander Hamilton,February 06 2017,5
Good app,February 06 2017,5
Topseason,February 06 2017,5
frrrrrrr,February 06 2017,1
Like,February 06 2017,5
Summary I want talkback use my setting,February 06 2017,3
Ok,February 06 2017,5
Pre-installed app on Samsung Galaxy 3 & I didn't need it so I started by turning it off. However  any time the phone is restarted the app starts up as well & tells me so by placing a left hand print in the corner of my screen. Got so annoyed w/it (& the process of having to go in to the settings  go thru 3 steps to turn it off  not to mention having the app yell at me if I forgot to turn my volume off) that I disabled the app but it's STILL happening! So  now I've come here to re-enable the stupid app just so that I can shut it off again because since disabling it  it doesn't show up in the settings anymore but still  somehow gets activated. I'm sure it serves its purpose well for those who truly need it & I think it's a great idea  but for me it's just a nuisance. It can't be uninstalled  just disabled but clearly that doesn't work. Any suggestions would be great...please help!!!,February 06 2017,1
Please add the ability to delete this app from my phone as i have no need for or interest in this app. thank you.,February 06 2017,1
Valuable apps.,February 06 2017,5
Worst,February 06 2017,1
Pahkaj,February 06 2017,5
Really better for all.,February 14 2017,5
Good,February 14 2017,5
Nice,February 14 2017,5
Alpesh Parmar,February 14 2017,5
Honestly  I have a better launcher than Google now and every time I update TalkBack  it pops up on my home screen with a stupid calibration setup thingamajig,February 14 2017,1
Great job Google and very useful,February 14 2017,5
I have problem with samsung new UI grace UX My new phone is Galaxy A5 2017 In start of every word has a effect like Fade in Please fix it Thanks',February 14 2017,4
good,February 14 2017,3
Divakar Good,February 14 2017,5
Ansh,February 14 2017,5
Best.,February 14 2017,5
Happy,February 14 2017,5
i lve it,February 14 2017,5
GREAT APP,February 14 2017,5
Supar,February 14 2017,5
nice app,February 14 2017,5
Lovely,February 14 2017,5
Thanks,February 14 2017,2
Googel talk I need,February 14 2017,4
love love some one,February 14 2017,5
Online looks,February 14 2017,5
Keeps ruining my volume settings on Pixel!,February 14 2017,1
Excellent job thanks,February 14 2017,5
Thanks,February 14 2017,5
like,February 14 2017,5
HH BB,February 14 2017,5
Nice ha,February 13 2017,5
Haven't used it yet,February 13 2017,5
nice,February 13 2017,5
Best,February 13 2017,5
Dara singh chauhan,February 13 2017,5
Sunil,February 13 2017,5
I disabled it and had to enable back cuz nothing else workedthat I downloaded 😄,February 13 2017,5
This stinks it always bothers me,February 13 2017,1
Very nice,February 13 2017,5
I like it very much,February 13 2017,5
This update is cool 😎 and,February 13 2017,4
Good app,February 13 2017,5
Can't get Google bar back why,February 13 2017,3
Love,February 13 2017,5
Cool Cool,February 13 2017,5
Roblox,February 13 2017,5
Good,February 13 2017,5
Good,February 13 2017,5
I don't like the application please remove it,February 13 2017,1
Good,February 13 2017,4
App is terrible. Dont download. It says everything you already know. App sucks dick,February 13 2017,1
Ok,February 13 2017,4
It is very useful,February 13 2017,5
STOP AUTO-UPDATING ALL THE TIME!!! AUTOMATIC UPDATES DISABLED IN GOOGLE PLAY!!!!!,February 13 2017,1
Nice,February 13 2017,5
ok,February 13 2017,5
Usefull,February 13 2017,4
Total cap.,February 13 2017,1
Good,February 13 2017,5
Its good,February 13 2017,5
Good,February 13 2017,5
Waste of space up one can really do without. It might be great for people with disabilities but it shouldn't be compulsory baked in app for everyone. Bloatware.,February 13 2017,1
Nice,February 13 2017,3
Another app I didn't download but I can't get rid of.,February 13 2017,1
I have to play score hero,February 13 2017,5
Thanks,February 13 2017,5
My phone Nexus 5x the volume button was not functioning 2months ago. Finally it has back to working today after I remove the latest updates!! For God sake it's always crashing right after restart. Never gonna install it again for my life.,February 13 2017,1
Its the way it should be making life easier for a person in the move,February 13 2017,4
Very good talk back,February 13 2017,5
That is great app,February 13 2017,3
Is the best way to text when I am driving the car,February 12 2017,5
Thanks google for talk back,February 12 2017,5
good,February 12 2017,5
Lv,February 12 2017,5
I install this to my phone and i try to talk to my friend but he never talkback,February 12 2017,5
The update to this app is causing my volume rocker to not show the volume scales at the top of my screen. Please fix this!!! I had to uninstall the update to get my volume scales to show up again.,February 12 2017,1
Gd sturdier,February 12 2017,5
Hi I ACTUALLY LIKE THIS,February 12 2017,5
Good,February 12 2017,5
Sorry This app is terrible,February 12 2017,1
Thanks again,February 12 2017,5
Good,February 12 2017,5
Ik K,February 12 2017,5
Navinkumarmandal,February 12 2017,5
Will give bad rating to any app that I cannot uninstall,February 12 2017,1
For an new version,February 12 2017,5
Thank you  very match,February 12 2017,5
Na Chit,February 12 2017,5
Fantastic It's superior and amazing,February 12 2017,5
I don't know how to open it,February 12 2017,4
good,February 12 2017,4
Oriusverneus1,February 12 2017,3
Is a good app i like it,February 12 2017,4
Bast,February 12 2017,5
Bloatware. I am not blind and don't need this on my phone,February 12 2017,1
Fkkkkk,February 12 2017,5
Very good,February 12 2017,5
Good,February 12 2017,5
It is so funny!!,February 12 2017,5
Supb,February 11 2017,5
Yess Bekaar,February 11 2017,5
This app causes my pixel volume rocker to simple stop working. They've know about this bug for months and it's still there even after the updates,February 11 2017,1
Good.,February 11 2017,5
Greatest,February 11 2017,5
Pezzz..get update this app ..it s relly good app...,February 11 2017,4
Use full,February 11 2017,5
Yr ho ja,February 11 2017,5
It might just be this phone but it freezes every time she starts talking,February 11 2017,1
nice,February 11 2017,5
It's good for text...,February 11 2017,5
The best app to use.,February 11 2017,5
Crapware,February 11 2017,1
I really hate TalkBack it sucks.,February 11 2017,1
Hi,February 11 2017,5
Some how its and bad,February 11 2017,3
Breaks volume button on Nexus 5x,February 11 2017,1
ok,February 11 2017,5
Good :),February 11 2017,5
Md Masud Rana,February 11 2017,5
SuperB,February 11 2017,5
Chutia app,February 11 2017,1
I do not want this app on my phone and It does not un install.,February 11 2017,1
G99d Great and well done,February 11 2017,4
Totally worst app.,February 10 2017,1
Neha,February 10 2017,5
The app is irrelevant to those who don't need it. It always pops up in the middle of other apps . TalkBack should be an app where the user chooses to install it rather than be pre installed on an android device.,February 10 2017,1
I love it.,February 10 2017,5
Devil It just sucks,February 10 2017,1
This app sucks,February 10 2017,1
Very nic Very nic,February 10 2017,5
Monotone voice that's hard to listen to and there's no alternative voice options. Also very hard to turn on abf off when all I want it for is the kindle reader,February 10 2017,1
Fantastic,February 10 2017,5
Stinks,February 10 2017,1
Good software,February 10 2017,5
Hi good morning sounds good in the sound so you can use that..Thank you,February 10 2017,5
Upgrade,February 10 2017,3
Good Good for any phone,February 10 2017,5
Latest update breaks the ability to change volume. The volume buttons are disabled with this app.,February 10 2017,1
I don't really use it it's just there on the phone taking up space,February 10 2017,3
First it was complicated but later when I understood the concept. It was awesome and interesting.,February 10 2017,5
So good Selina,February 10 2017,5
Google talk back,February 10 2017,4
This is so worsted,February 10 2017,1
Excellent application.,February 10 2017,4
Its marvelous,February 10 2017,5
I do not want to talk to a machine.,February 10 2017,1
Not helpful Not good,February 10 2017,1
Automatically interrupts every time,February 10 2017,1
Very useful,February 10 2017,5
Good,February 10 2017,4
Bad,February 10 2017,5
Yes,February 09 2017,5
It's great for me,February 09 2017,5
Useful,February 09 2017,4
Keep having to uninstall it after system updates on Nexus 5X since it prevents the volume button from working.,February 09 2017,1
Great,February 09 2017,5
Super,February 09 2017,5
Annia useful,February 09 2017,4
Don't trust Google and if you can get away without having your phone eavesdrop on you constantly  do it!,February 09 2017,1
Cool app,February 09 2017,5
Bad,February 09 2017,1
Love this app.,February 09 2017,5
Best!,February 09 2017,5
Thanks,February 09 2017,5
Nice,February 09 2017,4
Have no use for it but it does not uninstall.,February 09 2017,1
Funny,February 09 2017,5
Google talkback Ty,February 09 2017,5
Owesom,February 09 2017,5
Ok Ok,February 09 2017,3
RAJ,February 09 2017,5
I didn't install so you quit installing App's that i don't ! They told us this would happen so here's proof that it happens!,February 09 2017,1
I likely most,February 09 2017,5
Yo Google,February 09 2017,5
Bij,February 09 2017,5
Installed and use,February 09 2017,5
Very nice,February 09 2017,4
Not good,February 09 2017,1
Good,February 09 2017,5
usefull,February 09 2017,5
How to uninstalll? Stupid app,February 09 2017,1
Very bad,February 09 2017,2
Fine Send me allow permisson,February 09 2017,5
Sometimes it stop working,February 09 2017,1
Useless uninstalled.,February 08 2017,1
Why is google forcing nonsense app crap . seriously hate the fact that its useless and i cant remove this sh*** from my phone,February 08 2017,1
Don't need it! Let me delete this!,February 08 2017,1
I don't need this  yet I can't uninstall it.,February 08 2017,1
Ok,February 08 2017,5
Sgfj Nice,February 08 2017,4
Sim management system is not good...,February 08 2017,5
Very helpful I'm vision impaired,February 08 2017,5
Good,February 08 2017,3
Lmao fu*k this app (dont ban me cuz bad words please luv.u google),February 08 2017,1
Thank you Google,February 08 2017,5
Always something else NWO LIBERAL UTOPIAN LOWEST COMMON DENOMINATOR CRAP.,February 08 2017,1
Good,February 08 2017,5
dont use app. waste of memory,February 08 2017,2
Goodness,February 08 2017,5
Love it,February 08 2017,5
Poor,February 08 2017,1
I love it's.,February 08 2017,5
Sujit Revate,February 08 2017,5
Therez a huge bug with nexus5x. When i update google talk..the volume buttons will not working.when i uninstall the app buttons start to work perfectly,February 08 2017,1
This is very bad system malfunctioned abnormal crap!,February 08 2017,1
None No contacts,February 08 2017,5
Good,February 08 2017,5
unwanted junk,February 08 2017,1
Sometimes they do mistake,February 08 2017,4
Bogas app in the world,February 08 2017,1
Good,February 08 2017,4
Fine Like,February 08 2017,4
Great,February 08 2017,5
Excellent,February 08 2017,5
It's all good !!✊,February 16 2017,5
Carl Anthony Reece install folder,February 16 2017,5
Thank,February 16 2017,5
Awesome,February 16 2017,5
Good,February 16 2017,3
Takes away privacy have uninstalled this app more than one time do not want stop putting it back on my phone pkease,February 16 2017,1
RAHUL.KASYAN,February 16 2017,5
I had it on my old HTC but it was good before. I got this new one,February 16 2017,5
The best talk back,February 16 2017,5
its good and helpful,February 16 2017,5
Get off my phone,February 16 2017,1
It's very good app...,February 16 2017,5
Hang after installed,February 16 2017,1
Not good,February 16 2017,1
It's easy to use with nice features,February 16 2017,5
Good,February 16 2017,5
Google Talkback Inform Access System.,February 16 2017,5
MABLE EXCELENT,February 16 2017,5
Stop forcing apps on customers.,February 16 2017,1
Pinakamagandang apps at Madaling Mag update,February 16 2017,5
Can't say anything..,February 16 2017,3
Bad experience.. Very much time consuming,February 16 2017,1
More pre loaded spam,February 16 2017,1
Awesome and amazing app.,February 16 2017,4
Hi,February 15 2017,5
Nice,February 15 2017,4
very thanks,February 15 2017,5
I don't need this  yet I can't uninstall it. Please give us an option to uninstall useless Google apps.,February 15 2017,1
Thanks,February 15 2017,5
Kazi Bagdad,February 15 2017,5
Cannot uninstall ..why the hell is this a system app ?? Have no use for it.,February 15 2017,1
Yes Goofo,February 15 2017,5
It messed up my volume keys and I couldn't turn down the volume. Uninstalled amd it works fine,February 15 2017,1
Nice,February 15 2017,5
This may be good for low visibility person but not good for me because u m not that,February 15 2017,1
Halim khan,February 15 2017,5
VERY USEFUL,February 15 2017,5
Hate it wish I could delete it Shhh bad Ha,February 15 2017,1
Nice,February 15 2017,4
Talk sic Yeah maaayyyynnnneeee,February 15 2017,5
Good Job,February 15 2017,5
Won't stop booting up on its own. Factory app and cannot uninstall. Dont need it but great idea.,February 15 2017,2
Showed this to my mom  and she kept slapping the tablet.,February 15 2017,3
Wy Me,February 15 2017,5
Sunday Sunny,February 15 2017,4
Ok,February 15 2017,5
Nice,February 15 2017,5
Yo yo,February 15 2017,5
This messed up my phone..worst app don't download it warning🚫🚫,February 15 2017,1
The application is life but it will be better if the TalkBack can create the contacts or do some other functions on only the voice command of the users because for the blind persons to find the buttons on the screens it's a little difficult and it should improve its what we can say Internet searching ability while editing the dialogue box by voice input there is no future to edit by inserting the full stop Sir comma App making the paragraph can you add it in the TalkBack feature,February 15 2017,5
Good,February 15 2017,3
The only thing this app had to offer was it's functional catbox extender.,February 15 2017,3
Nice,February 15 2017,5
Amazing App,February 15 2017,5
Amazing,February 15 2017,5
So good,February 15 2017,3
It is a fine app,February 15 2017,3
System bug causes issues with my volume controls.,February 15 2017,1
Not working in my Lenovo Phab plus,February 15 2017,3
Waseem sajjad ss,February 15 2017,5
You can uninstall,February 15 2017,5
Google Talks Back Good Service...Recommended.,February 15 2017,5
Ok,February 15 2017,3
Good K,February 15 2017,4
Bindash Good,February 15 2017,5
i wanna delete thus crap,February 19 2017,1
It okay,February 19 2017,3
Good,February 19 2017,5
Good,February 19 2017,5
yH,February 19 2017,5
Hated it,February 19 2017,1
Not sure,February 19 2017,3
This app causes volume rockers to stop working. I have to uninstall updates to get them to function again on Nexus 5x.,February 19 2017,1
Nice,February 19 2017,4
Best,February 19 2017,5
Learning,February 19 2017,3
Right 😂,February 19 2017,2
So lovely ...,February 19 2017,5
Most useful.,February 19 2017,5
Result Very good,February 19 2017,5
This is alright then,February 19 2017,5
Very good app,February 19 2017,5
Yes,February 19 2017,5
Made my speaker buttons quit working. Luckily figured it out.,February 19 2017,1
It's grate,February 19 2017,5
Good,February 19 2017,5
Great app,February 19 2017,5
Best,February 19 2017,5
Nice app,February 19 2017,5
Talkback It's a great app.,February 19 2017,5
Vvr Nil,February 19 2017,4
Working very good. Coming right along  good job  thank you,February 19 2017,5
Uemn,February 19 2017,5
Very helpfully app,February 19 2017,5
Wooooow,February 19 2017,5
Good Great,February 19 2017,5
Good apps...,February 19 2017,5
What the heck is this??,February 19 2017,1
I like this,February 19 2017,5
Bloatware. Give us the option to get of this stuff.,February 19 2017,1
Hate it,February 18 2017,1
It is one best app for your smart phone,February 18 2017,5
Speaker automatically switches on in Samsung phones is not reporting the progress of voice messages on WhatsApp while downloading,February 18 2017,3
Nice apps,February 18 2017,5
Cool It is very helpful for blind people,February 18 2017,5
Google talkback Good,February 18 2017,5
Ok ok,February 18 2017,3
Despite update and changing settings it just starts ranting about what I'm pressing.,February 18 2017,1
Don't use it,February 18 2017,1
I really like the talk back app,February 18 2017,5
Don't even use app,February 18 2017,5
Good！,February 18 2017,5
Good,February 18 2017,5
Useful,February 18 2017,5
There is a bug in which I can't toggle the volume of my Nexus 6p.... Please fix,February 18 2017,1
Couldn't swipe or scroll down,February 18 2017,1
Cant be removed,February 18 2017,1
It must up my phone and it took for ever to fix,February 18 2017,1
Good,February 18 2017,5
Since the app has been updated twice  once in August and 2nd right now in December  it did not include the option of speaking caller ID which had in the earlier versions. I talk to the Google tech support when earlier update was released and they told me they will try to take care about it in the next release update of this version  but I was really disappointed this time when it did not happen again..,February 18 2017,3
Its good,February 18 2017,5
Good,February 18 2017,5
nice,February 18 2017,5
How to remove it fr zenfonemax?,February 18 2017,1
Use google Good app,February 18 2017,5
Hmmnn not bad  counted for goodenzz app.,February 18 2017,5
Waste of Time,February 18 2017,1
Awesome application,February 18 2017,5
Nice app,February 18 2017,5
Nice,February 18 2017,4
So bad,February 18 2017,1
Nice,February 18 2017,5
Googletalkback Talkback,February 18 2017,4
Really works great. I like it,February 18 2017,4
Chu Bh,February 18 2017,1
It takes cotrol of you whole phone DON'T DOWNLOAD,February 18 2017,1
Why I can't uninstall this?,February 18 2017,1
This will Spoil you...Talk back is quick references to Breaking News  Weather or Directions..Thank you for this app,February 18 2017,5
Good,February 18 2017,5
Tan,February 18 2017,5
Please allow phone owners to remove this if they wish to for MOST people it is entirely unneccessary,February 18 2017,1
God is great,February 18 2017,5
This thing always interupts. Why? It's useless and does nothing but pops up while I'm playing pixel gun.whats your problem man? This is trash.do you have something against the creators of pixel gun!? Cause they sure make better stuff than YOU! Talk back is nothing. What's the use of it? All it done to me was be very VERY ANNOYING!!!!!!!!!!😬,February 17 2017,1
Good,February 17 2017,5
It keeps interrupting my game!!!,February 17 2017,1
Good App works fine on my Sony Bravia KD43XD8077SU TV.,February 17 2017,5
I'm happy,February 17 2017,5
This app is poop it will slow down your phone,February 17 2017,1
Juan Carlos arroyo,February 17 2017,5
Crappiest app ever. It kills volume controls and doesn't allow you to adjust call volume through the rockers. Such a bug is an embarrassment for the author as it keeps repeating after each update.,February 17 2017,1
Good,February 17 2017,5
Junk,February 17 2017,1
Broke my volume buttons,February 17 2017,1
Jaat Brand,February 17 2017,5
NIC,February 17 2017,1
think it's awesome,February 17 2017,5
Love it,February 17 2017,5
Booooo Delete,February 17 2017,1
Pretty good i don't have to worry crush i am focus on driving,February 17 2017,5
You is very important,February 17 2017,5
Bad Bad,February 17 2017,1
Good,February 17 2017,5
Better than GTBACK in old versi0n,February 17 2017,3
Nice,February 17 2017,5
Ok,February 17 2017,5
Worst thing ever,February 17 2017,1
Waste of time,February 17 2017,1
Waste of space  i NEVER use it  un install option required! ! ! !,February 17 2017,1
Excellent,February 17 2017,5
excellent,February 17 2017,3
Excellent,February 17 2017,5
Good,February 17 2017,4
Bad apps,February 22 2017,1
Love it,February 22 2017,5
Good,February 21 2017,5
0017th Phil,February 21 2017,5
Gunnar figure this out,February 21 2017,4
Yes On,February 21 2017,5
It's very good indeed,February 21 2017,5
Great,February 21 2017,5
Buggy. - does nothing but cause problems with the rest of my Pixel. Can't adjust my volume because of this app.,February 21 2017,1
How do I get rid of it I've uninstalled 6 times now and it keeps coming back,February 21 2017,1
OK mabey you should change the name Talk back sounds like a sassy siri soo you should change the nam,February 21 2017,3
Keeps popping up asking about switches but I can't assign any so I go through the motions Just to get it off my screen and it keeps popping up,February 21 2017,1
The only thing that I have to do is get to see you,February 21 2017,5
Good,February 21 2017,5
like siri but better😄,February 21 2017,5
Cool and easy i wish i could search in urdu language too,February 21 2017,5
Awesome.,February 21 2017,3
It does what I need with ease  recommend this app for everyone to use! !! It did a very good job for me thank you Google Play Store and Samsung and anyone else involved.,February 21 2017,4
Super,February 21 2017,5
Don't want it  don't need it  why can't I delete it?,February 21 2017,3
Any healing ng Google TalkBack ko,February 21 2017,5
"Whenever I have this """"up-to-date"""" my volume keys stop working. I have uninstall this update every time",February 21 2017,1
Yes,February 21 2017,5
I don't like it I have no use for it. I need to know how to delete this app,February 21 2017,1
Manish,February 21 2017,5
very good improvement,February 21 2017,5
Useful It's good,February 21 2017,4
Nice,February 21 2017,5
N/A N/A,February 21 2017,3
Useful at first but became a nightmare of forced prompts very quickly. Maybe I messed up at some point but not a necessity,February 21 2017,3
Ok,February 21 2017,5
Awesome,February 20 2017,5
Excellent Good service,February 20 2017,5
Thanks,February 20 2017,5
Ok,February 20 2017,4
Very nice,February 20 2017,5
Useful and easy to use,February 20 2017,5
There's seriously no point in this app get rid of it,February 20 2017,1
Why do you think I got a brain? I'm stupid  remember? Anus es,February 20 2017,3
Bloatware,February 20 2017,1
App is a nice service. Keep up the good work.☺,February 20 2017,3
Like it,February 20 2017,4
Domt like it,February 20 2017,2
Like,February 20 2017,5
Oh I don't know  I never used it  but I know I wouldn't like it,February 20 2017,1
It didn't seem to change or fix as nothing..That's it,February 20 2017,2
hi,February 20 2017,5
Idk how to use that is bad for me,February 20 2017,1
Google talk Excellent,February 20 2017,5
GOOGLE Talk ,February 20 2017,5
Good apps Unfortunately not support,February 20 2017,5
nice,February 20 2017,5
I want to uninstall it but can't,February 20 2017,1
Myanmar Good,February 20 2017,5
Kkkko Hhhh,February 20 2017,1
nic,February 20 2017,5
Not happy,February 20 2017,1
.this is my real name and I'm the one that paid my payment every month and do not lose my special phone,February 20 2017,5
so bad app not useful,February 20 2017,1
Good,February 20 2017,5
Cool,February 20 2017,5
Fsb,February 20 2017,3
nice,February 20 2017,5
My google Pixel when installed this application  the volume button does not work. I have to uninstall it every single time I reboot my phone. Please fix it.,February 20 2017,1
Very good,February 25 2017,5
Yes Very good,February 25 2017,3
useless,February 25 2017,1
If are using this for first time you will face lot of difficulty sometimes you will be unable to unlock your phone because gestures are changed,February 25 2017,1
Excellent,February 25 2017,5
Can be very annoying and when not expecting it scary/starting!,February 25 2017,2
Thank you fr its.. realtime update,February 25 2017,4
Good good,February 25 2017,5
Very nice,February 24 2017,5
Like it,February 24 2017,4
Thanks,February 24 2017,5
ihvv,February 24 2017,5
Why is this pre-Installed? I don't need this...,February 24 2017,3
My account Open,February 24 2017,5
It's a good apps,February 24 2017,5
Good,February 24 2017,5
Should have,February 24 2017,1
TalkBack Google services,February 24 2017,5
Good,February 24 2017,5
Don't like it 😣😣,February 24 2017,1
Its great for when I'm driving! Thanks!,February 24 2017,5
Ok,February 24 2017,3
Ok,February 24 2017,5
I am confused don't know!,February 24 2017,5
Crap,February 24 2017,1
Awesome,February 24 2017,5
Nice app,February 24 2017,4
Takes up space and is useless.,February 24 2017,1
Nice,February 24 2017,5
Good,February 24 2017,5
The app truns it self on and allows hackers to control your phone and can not Be uninstalled,February 24 2017,1
I can't unistal this app?,February 24 2017,1
Soni 24:2:2017,February 24 2017,3
I don't want this service.,February 24 2017,1
Good,February 24 2017,5
It works for me,February 24 2017,5
good,February 24 2017,5
Nice Cooool,February 24 2017,4
Spr,February 24 2017,5
Boo,February 24 2017,2
I don't need this app,February 24 2017,1
Works good,February 24 2017,5
HUSSNAIN ZIDDI BACHA,February 24 2017,5
Perfect. No complaints...,February 24 2017,5
Wow amazing,February 24 2017,5
Love it,February 24 2017,5
Good,February 24 2017,5
Superb,February 24 2017,5
Just good enough,February 24 2017,4
Feed back This is very usefull application,February 24 2017,4
Loved it,February 24 2017,5
Easy to use,February 24 2017,5
Great   and cool,February 24 2017,5
Goggle I need this apps.,February 24 2017,5
zahid Ali,February 24 2017,5
Aswame,February 24 2017,1
Excellent,February 24 2017,5
Everytime I have it installed it keeps popping up saying I need to setup the TalkBack even though I already have done it hours ago I leave it uninstalled from my device,February 24 2017,1
This is very useful for me,February 23 2017,1
Good,February 23 2017,5
Half,February 23 2017,5
Love it,February 23 2017,5
Very best app,February 23 2017,5
Satendra Raj,February 23 2017,5
a good idea but im not blind so useless for me,February 23 2017,1
Good,February 23 2017,5
V To good,February 23 2017,5
Hi,February 23 2017,5
works good,February 23 2017,4
Work,February 23 2017,2
Talk,February 23 2017,5
Soooooooooooooooooooooooooooooo boring,February 23 2017,1
It's great thank-you,February 23 2017,5
Stink,February 23 2017,1
K_B_AHASAN,February 23 2017,4
No,February 23 2017,4
nice,February 23 2017,5
Nice It a vary nice aap for Android,February 23 2017,4
Didn't ask for this my phone is being hijacked by you jerks !!,February 23 2017,1
Title Desorption,February 23 2017,5
Good,February 23 2017,5
Good game,February 23 2017,5
Nice,February 23 2017,5
My pixel is not responding properly due to this app,February 23 2017,1
bhugg ....madar chodd....tera baap hoga .....aandha...😤😤,February 23 2017,1
Hi,February 23 2017,5
Pinoyboldmovies,February 23 2017,5
Application of the most important thing is that the most,February 23 2017,4
It's good,February 23 2017,5
Awesome guys   good job,February 23 2017,5
I think this is first time that we can talk with machines like iron man jarvis,February 23 2017,5
I love,February 23 2017,5
Best,February 23 2017,5
Not sure,February 26 2017,4
GOOD.....,February 26 2017,5
Thanks for sharing this with you,February 26 2017,5
Download it if you feel it's worth it.,February 26 2017,3
Thanks,February 26 2017,5
Talkback Great,February 26 2017,5
Phatuu app,February 26 2017,5
It stops the volume buttons working,February 26 2017,1
So nice app,February 26 2017,3
Hi,February 26 2017,5
love it,February 26 2017,5
Some batter,February 26 2017,5
Didn't want it didn't install it  made me angry when it intruded in to my personal hardware. Major disrespect for the installer.,February 26 2017,1
Talked ALL the.time & made my husband mad as   well not for me! So sorry!,February 26 2017,2
Good,February 26 2017,4
Yes No,February 26 2017,5
Not good,February 26 2017,2
Good job,February 26 2017,5
Very good,February 26 2017,5
This is best application for the visually challenged person everything great,February 26 2017,5
Kamal Mani,February 26 2017,5
Nice app,February 26 2017,5
Nah ならはたたなまわ,February 26 2017,1
great,February 28 2017,5
I have absolutely no use for this app and prefer to totally uninstall or disable bloatware from my device,February 28 2017,1
Can't delete it,February 28 2017,1
Nice app,February 28 2017,5
Shahalam,February 28 2017,5
Useful G'd app for my device thanx for this develop,February 28 2017,5
Very nice.Thanks.,February 28 2017,5
Nice,February 28 2017,3
Its ok?😁😁😁,February 28 2017,3
There is a bug in which I can't toggle the volume of my Nexus 6p.... Please fix After I uninstall it for my Nexus 6p it shuts down mid conversation and reinstall s it self... When I uninstall my problem is fixed until the self reboot,February 28 2017,1
Love it,February 28 2017,5
Ilike this Cool,February 28 2017,4
Erty Ryuui,February 28 2017,5
It's wonderfull,February 28 2017,5
2 stars because I dont know how to use it,February 28 2017,2
Bom Tmm,February 28 2017,4
Aousome I luved it,February 28 2017,5
Rifat,February 28 2017,5
Good,February 28 2017,5
If google install this app again  I will leave them,February 28 2017,1
Nice,February 28 2017,4
And,February 28 2017,5
Breaks my volume buttons once or twice a month and I have to uninstall but then it just reinstalls itself,February 28 2017,1
Good,February 27 2017,5
Not good but good Normal,February 27 2017,3
Nice app,February 27 2017,5
Well,February 27 2017,3
Good,February 27 2017,5
Good App,February 27 2017,5
Very good app... Thank you Google!,February 27 2017,5
How to uninstall this f***in app from my device?,February 27 2017,1
Greatest app ever made.,February 27 2017,1
Good,February 27 2017,5
I ❤ Google TalkBack.,February 27 2017,5
Manoj Manoj,February 27 2017,2
This app causes my nexus 6p's volume rocker to not work. The moment this app is force stopped everything works fine again,February 27 2017,1
I think this so dumb,February 27 2017,1
I actually had to get a new phone because of all these apps I can't get rid of and couldn't get any more space so thanks for waisting my money,February 27 2017,1
Gay,February 27 2017,5
Google Talkpack GOOGLE INC.,February 27 2017,5
Deepu,February 27 2017,5
Nice,February 27 2017,5
ghakas,February 27 2017,5
I love it,February 27 2017,5
SAKSHI,February 27 2017,5
It sucks it too weird,February 27 2017,1
OMG,February 27 2017,5
Awesome,February 27 2017,5
It's ousum,February 27 2017,5
A very bad app and causes my volume buttons to not work,February 27 2017,1
Better,February 27 2017,4
great.,February 27 2017,5
Gud app,February 27 2017,5
Nice,February 27 2017,5
Now its better,February 27 2017,3
Develop an app for Windows devices,February 27 2017,3
Renders my volume control buttons useless on my phone.,February 27 2017,1
Good app for phones,February 27 2017,5
Ok,February 27 2017,4
Excellent Excellent ',February 27 2017,5
FIX THE VOLUME BOTTOM BUG PLZ,March 02 2017,4
Hello,March 02 2017,5
Pauldereklangridge Pezzylangy,March 02 2017,5
Yesaya Yesaya,March 02 2017,5
TalkBack keeps crashing when my phone boots. This causes the volume buttons to stop controlling volume. Since this is a system app there is no easy way to completely remove it,March 02 2017,2
perfect,March 02 2017,5
Nice,March 02 2017,5
Best,March 02 2017,3
Started making my phone act weird and you can't even decide if you want it,March 02 2017,1
One star because I can't give it nill. Takes up room  and can't be uninstalled!,March 02 2017,3
good,March 02 2017,5
If this app is by mistake opened or activated then you have to run a software to deactivate it which costs around ₹250-₹300 averaged in India . Once it's ON A then you cannot switch off by your own handling like swiping the screen. The only first part which a screen shows of the menu is accessible. If you tried to swipe it down or swipe Right to access view another menu icons you cannot unless you deactivated by a software from mobile shop. If it got activated then understand your mobile will stay hang forever or fucked..... Hated it,March 02 2017,1
Like having hands free. Awesome app,March 02 2017,4
I've never used this app and would like to have known it existed when I had eye surgery.,March 02 2017,3
Nice,March 02 2017,4
This is one of the very best app ever,March 02 2017,5
No!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,March 02 2017,1
Me,March 02 2017,5
bad app. This is disturbing me very much .,March 02 2017,2
It interrupts my gameplay,March 02 2017,1
sahu,March 02 2017,5
I think that it is very important to make your own decisions .,March 02 2017,5
This is good for disabled people,March 02 2017,5
